campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,click_through_rate_percent,conversions,conversion_rate_percent,spend,revenue_generated,real_roas
281799,Category Promotion,2024-01-10,Premium,Email,5565,826,14.84,50,6.05,3425.01,2359.65,0.69
382622,App Push Notification,2024-01-10,Inactive,App,3799,124,3.26,32,25.81,3938.6,4018.14,1.02
81600,Email Campaign,2024-01-10,New Users,SMS,1146,912,79.58,12,1.32,1156.31,3865.04,3.34
984295,Referral Program,2024-01-10,Inactive,App,5875,862,14.67,93,10.79,4067.05,2316.31,0.57
156487,New User Discount,2024-01-09,Inactive,Email,7131,875,12.27,58,6.63,3953.57,7849.28,1.99
11880,Weekend Special,2024-01-09,All,Email,3636,928,25.52,11,1.19,2470.75,4370.14,1.77
688485,Festival Offer,2024-01-09,All,App,5281,813,15.39,53,6.52,4381.33,4480.57,1.02
541350,Flash Sale,2024-01-09,Premium,SMS,2203,537,24.38,49,9.12,4260.69,3319.63,0.78
788073,Membership Drive,2024-01-09,New Users,SMS,3206,966,30.13,18,1.86,1761,9793.61,5.56
575835,Category Promotion,2024-01-09,All,SMS,5362,574,10.70,62,10.80,2139.28,6182.96,2.89
747767,App Push Notification,2024-01-09,Premium,SMS,4988,380,7.62,36,9.47,4806.84,5281.03,1.10
358975,Email Campaign,2024-01-09,New Users,App,1834,145,7.91,53,36.55,2638.64,9436.54,3.58
192859,Referral Program,2024-01-09,All,Email,2207,429,19.44,37,8.62,2387.57,8605.8,3.60
586559,New User Discount,2024-01-08,All,App,1147,445,38.80,38,8.54,3395.67,7007.7,2.06
238012,Weekend Special,2024-01-08,New Users,Social Media,5475,903,16.49,15,1.66,3458.33,8524.98,2.47
343938,Festival Offer,2024-01-08,All,App,9741,501,5.14,16,3.19,4204.28,3376.62,0.80
233812,Flash Sale,2024-01-08,Premium,Social Media,3047,615,20.18,31,5.04,1271.59,3204.38,2.52
845702,Membership Drive,2024-01-08,Inactive,Social Media,2281,320,14.03,35,10.94,2061.99,3994.19,1.94
299375,Category Promotion,2024-01-08,Premium,App,9049,928,10.26,59,6.36,3500.7,5723.33,1.63
509948,App Push Notification,2024-01-08,Premium,Social Media,2811,269,9.57,56,20.82,4101.46,7448.05,1.82
633839,Email Campaign,2024-01-08,All,SMS,2877,231,8.03,52,22.51,4293.35,3378.49,0.79
666791,Referral Program,2024-01-08,New Users,SMS,9125,939,10.29,96,10.22,2145.45,7722.57,3.60
66016,New User Discount,2024-01-07,New Users,Social Media,3114,145,4.66,40,27.59,3548.01,2065.71,0.58
627863,Weekend Special,2024-01-07,Premium,App,1467,969,66.05,27,2.79,2726.89,6698.39,2.46
152369,Festival Offer,2024-01-07,Premium,Social Media,7811,862,11.04,77,8.93,2589.32,7710.36,2.98
430194,Flash Sale,2024-01-07,New Users,App,3777,840,22.24,89,10.60,1496.57,2241.58,1.50
434732,Membership Drive,2024-01-07,All,App,5932,419,7.06,89,21.24,4320.6,4126.88,0.96
59157,Category Promotion,2024-01-07,All,App,6797,587,8.64,97,16.52,3058.87,2304.46,0.75
951586,App Push Notification,2024-01-07,All,SMS,6959,720,10.35,20,2.78,3369.11,3604.87,1.07
636480,Email Campaign,2024-01-07,Inactive,SMS,6623,649,9.80,30,4.62,3997.94,8797.88,2.20
54353,Referral Program,2024-01-07,All,Social Media,2788,233,8.36,75,32.19,2217.59,7554.83,3.41
396960,New User Discount,2024-01-06,Premium,App,6306,733,11.62,63,8.59,2035.91,9527.95,4.68
309714,Weekend Special,2024-01-06,Premium,App,1034,467,45.16,41,8.78,2209.12,2445.67,1.11
403530,Festival Offer,2024-01-06,All,App,9845,735,7.47,49,6.67,3503.85,8850.87,2.53
465804,Flash Sale,2024-01-06,New Users,Social Media,6628,346,5.22,77,22.25,2418.62,3591.11,1.48
318200,Membership Drive,2024-01-06,New Users,SMS,8225,404,4.91,45,11.14,4561.73,7726.56,1.69
352736,Category Promotion,2024-01-06,Inactive,App,7538,159,2.11,63,39.62,1135.21,6872.38,6.05
15274,App Push Notification,2024-01-06,Inactive,Social Media,6352,106,1.67,23,21.70,2355.63,5374.33,2.28
738748,Email Campaign,2024-01-06,Inactive,SMS,6854,700,10.21,70,10.00,1715.19,8419.27,4.91
767570,Referral Program,2024-01-06,Premium,Social Media,4963,313,6.31,44,14.06,2476.22,2533.2,1.02
573627,New User Discount,2024-01-05,New Users,SMS,3475,300,8.63,100,33.33,3927.42,9820.65,2.50
168394,Weekend Special,2024-01-05,New Users,Social Media,3243,732,22.57,28,3.83,1548.02,3635.64,2.35
840300,Festival Offer,2024-01-05,All,App,5447,243,4.46,76,31.28,2623.48,3409.45,1.30
466430,Flash Sale,2024-01-05,New Users,SMS,1933,743,38.44,80,10.77,3073.09,5348.34,1.74
352001,Membership Drive,2024-01-05,Premium,App,2692,753,27.97,27,3.59,2796.51,3305.01,1.18
179831,Category Promotion,2024-01-05,Premium,SMS,7654,899,11.75,74,8.23,1960.11,8611.94,4.39
781963,App Push Notification,2024-01-05,Premium,App,2360,615,26.06,84,13.66,2401.54,8749.45,3.64
19099,Email Campaign,2024-01-05,Premium,App,5257,619,11.77,29,4.68,3597.16,7778.16,2.16
581816,Referral Program,2024-01-05,Premium,SMS,2033,652,32.07,45,6.90,4225.84,2348.98,0.56
574823,New User Discount,2024-01-04,Inactive,Email,8540,148,1.73,27,18.24,3498.87,4227.69,1.21
207011,Weekend Special,2024-01-04,Premium,SMS,3841,389,10.13,98,25.19,4848.66,5918.23,1.22
131357,Festival Offer,2024-01-04,All,Social Media,3322,244,7.34,27,11.07,3424,2855.59,0.83
501651,Flash Sale,2024-01-04,All,App,4671,346,7.41,66,19.08,4395.49,7656.24,1.74
974303,Membership Drive,2024-01-04,New Users,Email,1331,396,29.75,49,12.37,3411.51,2277.8,0.67
281943,Category Promotion,2024-01-04,All,Social Media,6146,277,4.51,63,22.74,2005.42,4961.34,2.47
600143,App Push Notification,2024-01-04,All,App,5320,417,7.84,64,15.35,2912.93,2117.06,0.73
198302,Email Campaign,2024-01-04,New Users,SMS,8223,382,4.65,72,18.85,1307.97,3665.13,2.80
782574,Referral Program,2024-01-04,New Users,SMS,8052,333,4.14,80,24.02,3357.57,8042.29,2.40
83011,New User Discount,2024-01-03,All,Social Media,9975,206,2.07,11,5.34,4614.63,4522.82,0.98
900420,Weekend Special,2024-01-03,Premium,SMS,8409,441,5.24,29,6.58,1061.51,3493.54,3.29
153041,Festival Offer,2024-01-03,All,App,7594,148,1.95,66,44.59,1012.35,3175.29,3.14
250530,Flash Sale,2024-01-03,New Users,Email,2212,267,12.07,96,35.96,3401.14,5041.08,1.48
904757,Membership Drive,2024-01-03,Inactive,Social Media,2617,442,16.89,94,21.27,1643.99,6545.12,3.98
838753,Category Promotion,2024-01-03,Premium,Social Media,7658,271,3.54,57,21.03,4709.86,4842.85,1.03
965694,App Push Notification,2024-01-03,All,SMS,7131,854,11.98,57,6.67,3485.89,3251.54,0.93
132692,Email Campaign,2024-01-03,New Users,SMS,6085,248,4.08,25,10.08,1689.83,2465.95,1.46
516024,Referral Program,2024-01-03,All,SMS,4253,748,17.59,72,9.63,4412.96,3230.86,0.73
143826,New User Discount,2024-01-02,Inactive,Social Media,2625,526,20.04,90,17.11,1721.76,4876.46,2.83
278905,Weekend Special,2024-01-02,Premium,Email,7932,318,4.01,64,20.13,3528.86,6951.94,1.97
622100,Festival Offer,2024-01-02,All,Social Media,2933,716,24.41,63,8.80,3389.02,6573.57,1.94
999371,Flash Sale,2024-01-02,All,Email,8809,139,1.58,83,59.71,4272.45,7206.68,1.69
200302,Membership Drive,2024-01-02,Premium,Social Media,4972,400,8.05,34,8.50,3664.76,4329.35,1.18
413863,Category Promotion,2024-01-02,Premium,Email,5846,293,5.01,37,12.63,2628.26,2143.92,0.82
86408,App Push Notification,2024-01-02,All,App,3339,961,28.78,70,7.28,2724.52,6289.95,2.31
123130,Email Campaign,2024-01-02,Premium,Social Media,6254,133,2.13,38,28.57,4809.77,2055.27,0.43
98542,Referral Program,2024-01-02,All,SMS,9575,784,8.19,36,4.59,2989.16,9439.46,3.16
618257,New User Discount,2024-01-01,Premium,Social Media,1032,375,36.34,31,8.27,1112.6,8935.66,8.03
832518,Weekend Special,2024-01-01,New Users,Social Media,3978,771,19.38,56,7.26,2417.18,6432.03,2.66
550199,Festival Offer,2024-01-01,New Users,Social Media,5161,166,3.22,78,46.99,3217.29,8821.81,2.74
558674,Flash Sale,2024-01-01,Inactive,Social Media,3918,207,5.28,31,14.98,3308.92,6660.71,2.01
44051,Membership Drive,2024-01-01,All,App,1592,229,14.38,93,40.61,3678.47,7387.45,2.01
360798,Category Promotion,2024-01-01,Inactive,Email,1301,553,42.51,11,1.99,3686.46,4347.27,1.18
172026,App Push Notification,2024-01-01,All,Social Media,6136,246,4.01,98,39.84,1393.72,4009.31,2.88
967101,Email Campaign,2024-01-01,New Users,Email,8076,262,3.24,32,12.21,1191.64,5283.69,4.43
406101,Referral Program,2024-01-01,Inactive,App,1411,166,11.76,17,10.24,1980.18,4767.67,2.41
755869,New User Discount,2023-12-31,Inactive,Email,4454,963,21.62,87,9.03,3009.29,3120.65,1.04
989367,Weekend Special,2023-12-31,All,Email,5322,462,8.68,44,9.52,4288.08,5955.59,1.39
959183,Festival Offer,2023-12-31,Inactive,SMS,6997,403,5.76,81,20.10,2755.1,7493.42,2.72
389881,Flash Sale,2023-12-31,Premium,Email,2430,136,5.60,35,25.74,1540.98,6278.88,4.07
337940,Membership Drive,2023-12-31,Inactive,Social Media,1778,582,32.73,58,9.97,2383.12,6399.35,2.69
878745,Category Promotion,2023-12-31,New Users,Email,1529,101,6.61,36,35.64,1781.97,6723.1,3.77
329676,App Push Notification,2023-12-31,Inactive,Social Media,8176,814,9.96,27,3.32,4166.48,3199.17,0.77
9609,Email Campaign,2023-12-31,Premium,SMS,6133,116,1.89,81,69.83,1402,6264.58,4.47
315016,Referral Program,2023-12-31,New Users,SMS,1583,338,21.35,43,12.72,3710.9,6712.55,1.81
759871,New User Discount,2023-12-30,New Users,Email,4332,147,3.39,64,43.54,2903.1,3716.52,1.28
202727,Weekend Special,2023-12-30,Inactive,Email,9539,778,8.16,34,4.37,4594.74,9711.07,2.11
810235,Festival Offer,2023-12-30,Inactive,Social Media,6145,309,5.03,95,30.74,4262.3,6253.08,1.47
187197,Flash Sale,2023-12-30,All,App,2692,294,10.92,38,12.93,3682.11,6524.92,1.77
723351,Membership Drive,2023-12-30,Inactive,Social Media,7855,539,6.86,19,3.53,2192.7,2267.44,1.03
850537,Category Promotion,2023-12-30,New Users,App,9364,133,1.42,96,72.18,4916.24,4778.68,0.97
414575,App Push Notification,2023-12-30,Inactive,Email,6605,554,8.39,53,9.57,2873.96,2394.82,0.83
502922,Email Campaign,2023-12-30,Inactive,Social Media,8177,738,9.03,100,13.55,4570.5,7674.97,1.68
957549,Referral Program,2023-12-30,Inactive,App,6306,683,10.83,10,1.46,3562.6,4430.11,1.24
296457,New User Discount,2023-12-29,Premium,SMS,6308,551,8.73,39,7.08,1429.17,7743.41,5.42
113949,Weekend Special,2023-12-29,New Users,Social Media,7249,771,10.64,77,9.99,3512.29,4165.5,1.19
875277,Festival Offer,2023-12-29,Inactive,Social Media,7881,887,11.25,39,4.40,3743.1,7712.71,2.06
6811,Flash Sale,2023-12-29,New Users,Social Media,1440,315,21.88,21,6.67,2243.75,3967.38,1.77
591307,Membership Drive,2023-12-29,New Users,SMS,8743,560,6.41,16,2.86,1784.6,6583,3.69
429132,Category Promotion,2023-12-29,Premium,SMS,4044,631,15.60,14,2.22,1043.09,2825.34,2.71
355919,App Push Notification,2023-12-29,All,SMS,3076,958,31.14,16,1.67,2064.76,7863.81,3.81
536930,Email Campaign,2023-12-29,All,Social Media,9647,418,4.33,60,14.35,1685.59,6677.51,3.96
162944,Referral Program,2023-12-29,Inactive,App,7861,118,1.50,94,79.66,4667.93,7921.14,1.70
748393,New User Discount,2023-12-28,All,SMS,3346,715,21.37,26,3.64,2621.58,3526.93,1.35
290761,Weekend Special,2023-12-28,New Users,SMS,4255,422,9.92,54,12.80,3435.16,7833.63,2.28
449695,Festival Offer,2023-12-28,All,App,6696,381,5.69,92,24.15,3610.94,5311.08,1.47
565467,Flash Sale,2023-12-28,Inactive,App,2703,519,19.20,76,14.64,1225.7,7143.82,5.83
14906,Membership Drive,2023-12-28,All,Email,4022,223,5.54,38,17.04,1064.94,4489.99,4.22
94715,Category Promotion,2023-12-28,All,Social Media,6228,872,14.00,27,3.10,3911.26,7865.22,2.01
580306,App Push Notification,2023-12-28,All,Email,6554,417,6.36,36,8.63,2029.44,5981.06,2.95
472481,Email Campaign,2023-12-28,All,Email,2606,845,32.43,68,8.05,4981.87,2038.51,0.41
709602,Referral Program,2023-12-28,Inactive,SMS,9518,804,8.45,85,10.57,2816.37,3937.57,1.40
692048,New User Discount,2023-12-27,Premium,Email,7969,705,8.85,89,12.62,4166.02,5543.05,1.33
544266,Weekend Special,2023-12-27,Premium,SMS,8390,775,9.24,41,5.29,2891.23,4558.16,1.58
50477,Festival Offer,2023-12-27,Inactive,Social Media,2529,173,6.84,57,32.95,1498.67,8971.7,5.99
332981,Flash Sale,2023-12-27,Premium,App,6525,627,9.61,46,7.34,2183.05,9898.73,4.53
365732,Membership Drive,2023-12-27,Inactive,Email,7506,246,3.28,53,21.54,4493.88,5616.31,1.25
574973,Category Promotion,2023-12-27,New Users,App,1579,709,44.90,13,1.83,3975.73,7671.56,1.93
858673,App Push Notification,2023-12-27,Inactive,Social Media,5044,385,7.63,34,8.83,2412.3,7470.48,3.10
941043,Email Campaign,2023-12-27,Premium,SMS,3189,706,22.14,22,3.12,3897.36,8720.8,2.24
61298,Referral Program,2023-12-27,All,Social Media,6737,437,6.49,60,13.73,1121.22,2554.5,2.28
788,New User Discount,2023-12-26,Premium,Email,3595,994,27.65,71,7.14,2896.44,4004.21,1.38
342817,Weekend Special,2023-12-26,Inactive,App,5120,978,19.10,86,8.79,3253.05,8938.33,2.75
131109,Festival Offer,2023-12-26,Premium,Social Media,6471,322,4.98,49,15.22,1730.66,5117.01,2.96
317422,Flash Sale,2023-12-26,All,Email,2477,770,31.09,46,5.97,3274.94,9186.13,2.80
792614,Membership Drive,2023-12-26,Inactive,Email,2084,451,21.64,21,4.66,4840.43,5095.39,1.05
975514,Category Promotion,2023-12-26,New Users,Social Media,5129,546,10.65,89,16.30,2580.51,4589.79,1.78
242687,App Push Notification,2023-12-26,Premium,SMS,1942,501,25.80,93,18.56,2606.09,4028.84,1.55
617434,Email Campaign,2023-12-26,Inactive,Email,1276,244,19.12,90,36.89,3062.6,5647.17,1.84
358896,Referral Program,2023-12-26,Premium,Social Media,4060,324,7.98,82,25.31,2780.78,2556.13,0.92
558662,New User Discount,2023-12-25,Premium,App,8915,253,2.84,100,39.53,4241.64,2902.99,0.68
328403,Weekend Special,2023-12-25,Premium,Social Media,2902,828,28.53,10,1.21,4458.85,3397.63,0.76
385595,Festival Offer,2023-12-25,All,SMS,3688,962,26.08,51,5.30,1656.82,6203.09,3.74
356347,Flash Sale,2023-12-25,All,App,2747,277,10.08,72,25.99,2618.31,8602.23,3.29
796779,Membership Drive,2023-12-25,Inactive,Email,6180,437,7.07,40,9.15,2309.24,3617.5,1.57
203939,Category Promotion,2023-12-25,Premium,Social Media,4693,899,19.16,21,2.34,4676.87,8564.24,1.83
952318,App Push Notification,2023-12-25,All,Social Media,8624,213,2.47,51,23.94,3113.8,5772.78,1.85
600054,Email Campaign,2023-12-25,Inactive,SMS,9964,714,7.17,72,10.08,1392.57,6067.95,4.36
882690,Referral Program,2023-12-25,New Users,SMS,8247,113,1.37,50,44.25,3112.89,8878.47,2.85
93562,New User Discount,2023-12-24,New Users,Social Media,2724,946,34.73,56,5.92,2386.53,8934.65,3.74
204854,Weekend Special,2023-12-24,New Users,Email,5939,984,16.57,27,2.74,1259.57,3119.74,2.48
146885,Festival Offer,2023-12-24,Inactive,Social Media,6207,211,3.40,70,33.18,1265.65,2971.38,2.35
11123,Flash Sale,2023-12-24,All,App,4095,917,22.39,10,1.09,3467.8,9097.29,2.62
96308,Membership Drive,2023-12-24,Premium,SMS,7414,190,2.56,42,22.11,4707.97,9129.51,1.94
683776,Category Promotion,2023-12-24,Inactive,Email,4423,565,12.77,33,5.84,3755.46,5239.72,1.40
828029,App Push Notification,2023-12-24,Inactive,Social Media,4555,554,12.16,89,16.06,2051.76,5942.34,2.90
935917,Email Campaign,2023-12-24,New Users,SMS,1873,807,43.09,95,11.77,1819.97,7403.33,4.07
165276,Referral Program,2023-12-24,All,App,8708,197,2.26,93,47.21,1661.64,2127.18,1.28
761155,New User Discount,2023-12-23,New Users,SMS,7574,964,12.73,83,8.61,4732.98,9291.31,1.96
659615,Weekend Special,2023-12-23,Premium,Email,7406,225,3.04,21,9.33,1983.16,5949.39,3.00
168803,Festival Offer,2023-12-23,Premium,Email,4390,900,20.50,67,7.44,1047.34,6464.03,6.17
904535,Flash Sale,2023-12-23,Premium,App,6364,374,5.88,76,20.32,1919.31,5543.2,2.89
935353,Membership Drive,2023-12-23,All,App,4522,479,10.59,41,8.56,3667.51,9685.64,2.64
616855,Category Promotion,2023-12-23,New Users,Email,7652,291,3.80,78,26.80,2503.67,7073.24,2.83
604479,App Push Notification,2023-12-23,Inactive,Email,3988,581,14.57,16,2.75,1534.99,8282.28,5.40
765209,Email Campaign,2023-12-23,All,Social Media,9164,354,3.86,11,3.11,3572.93,6815.44,1.91
408037,Referral Program,2023-12-23,Premium,App,7433,545,7.33,73,13.39,2160.66,3496.4,1.62
761531,New User Discount,2023-12-22,All,Social Media,6773,711,10.50,23,3.23,1431.87,5049.63,3.53
499253,Weekend Special,2023-12-22,Premium,SMS,8451,781,9.24,20,2.56,1577.17,4973.89,3.15
440818,Festival Offer,2023-12-22,Premium,SMS,1554,603,38.80,93,15.42,1735.96,2547.85,1.47
752665,Flash Sale,2023-12-22,New Users,Email,8931,358,4.01,43,12.01,2348.19,9634.47,4.10
262602,Membership Drive,2023-12-22,Inactive,SMS,6703,924,13.78,33,3.57,3383.88,5083.82,1.50
242175,Category Promotion,2023-12-22,All,Email,9066,388,4.28,31,7.99,1543.89,5396.61,3.50
352482,App Push Notification,2023-12-22,All,Email,1054,802,76.09,50,6.23,2613.86,3259.64,1.25
116113,Email Campaign,2023-12-22,Inactive,App,5217,152,2.91,60,39.47,4572.39,7909.83,1.73
979857,Referral Program,2023-12-22,Inactive,App,1151,842,73.15,49,5.82,1355.58,3543.75,2.61
406279,New User Discount,2023-12-21,Premium,SMS,6516,309,4.74,87,28.16,4093.01,9386.39,2.29
684169,Weekend Special,2023-12-21,All,Email,5446,340,6.24,35,10.29,3499.66,9127.65,2.61
172626,Festival Offer,2023-12-21,Premium,Email,2884,201,6.97,42,20.90,1895.05,9185.97,4.85
992240,Flash Sale,2023-12-21,Premium,Social Media,9767,823,8.43,70,8.51,3887.63,2147.45,0.55
484927,Membership Drive,2023-12-21,Premium,SMS,2382,932,39.13,12,1.29,1499.99,9226.71,6.15
231048,Category Promotion,2023-12-21,All,Social Media,5295,563,10.63,13,2.31,4285.35,9792.35,2.29
610154,App Push Notification,2023-12-21,New Users,SMS,3061,145,4.74,22,15.17,2829.46,4528.99,1.60
665642,Email Campaign,2023-12-21,Inactive,SMS,6732,548,8.14,78,14.23,4274.51,5277.18,1.23
642895,Referral Program,2023-12-21,Premium,Email,9784,753,7.70,92,12.22,1245.53,6608.72,5.31
397247,New User Discount,2023-12-20,Premium,Social Media,5103,405,7.94,35,8.64,4506.66,7648.1,1.70
233932,Weekend Special,2023-12-20,New Users,Social Media,4361,697,15.98,45,6.46,1764.88,9511.03,5.39
994061,Festival Offer,2023-12-20,Inactive,Email,2738,745,27.21,65,8.72,4044.68,9632.1,2.38
456276,Flash Sale,2023-12-20,Inactive,SMS,5544,107,1.93,24,22.43,3753.59,2325.22,0.62
912737,Membership Drive,2023-12-20,Inactive,Email,3158,794,25.14,52,6.55,4416.2,2642.85,0.60
90342,Category Promotion,2023-12-20,All,Social Media,3669,806,21.97,77,9.55,3066.77,4680.02,1.53
381935,App Push Notification,2023-12-20,All,App,6180,240,3.88,48,20.00,2482.03,6825.68,2.75
823153,Email Campaign,2023-12-20,New Users,App,3680,250,6.79,47,18.80,3972.33,8910.03,2.24
842159,Referral Program,2023-12-20,Inactive,SMS,5594,121,2.16,83,68.60,1417.7,6288.79,4.44
424369,New User Discount,2023-12-19,Inactive,SMS,5282,418,7.91,27,6.46,1237,6933.85,5.61
524236,Weekend Special,2023-12-19,Premium,Social Media,5709,373,6.53,89,23.86,1467.33,4489.21,3.06
986381,Festival Offer,2023-12-19,New Users,App,8706,803,9.22,51,6.35,4081.31,5153.8,1.26
331076,Flash Sale,2023-12-19,Inactive,SMS,4108,666,16.21,81,12.16,4459.67,6327.89,1.42
947057,Membership Drive,2023-12-19,All,App,6729,740,11.00,80,10.81,2906.91,9204.75,3.17
581930,Category Promotion,2023-12-19,Premium,App,4808,115,2.39,29,25.22,3642.85,5417.93,1.49
900221,App Push Notification,2023-12-19,Inactive,App,5959,642,10.77,88,13.71,4234.89,8459.99,2.00
767303,Email Campaign,2023-12-19,All,App,8133,936,11.51,25,2.67,2674.72,5576.09,2.08
143893,Referral Program,2023-12-19,Inactive,Email,1369,824,60.19,65,7.89,3474.99,3754.92,1.08
796108,New User Discount,2023-12-18,Inactive,App,4768,879,18.44,66,7.51,1509.74,9020.44,5.97
210501,Weekend Special,2023-12-18,New Users,Social Media,2866,485,16.92,46,9.48,1964.41,8944.04,4.55
351187,Festival Offer,2023-12-18,New Users,Email,5145,952,18.50,62,6.51,2763.96,7903.46,2.86
598616,Flash Sale,2023-12-18,Inactive,SMS,7003,379,5.41,17,4.49,4887.1,3803.73,0.78
120019,Membership Drive,2023-12-18,Inactive,App,6657,350,5.26,30,8.57,1637.46,7696.27,4.70
442443,Category Promotion,2023-12-18,Premium,App,9069,204,2.25,38,18.63,2897.21,5407.31,1.87
977822,App Push Notification,2023-12-18,Inactive,App,8420,266,3.16,25,9.40,1813.24,8629.7,4.76
649434,Email Campaign,2023-12-18,New Users,Social Media,9217,216,2.34,61,28.24,2022.82,6857.66,3.39
959697,Referral Program,2023-12-18,New Users,App,5356,841,15.70,68,8.09,2971.85,3586.72,1.21
412832,New User Discount,2023-12-17,Premium,App,7179,590,8.22,21,3.56,3853.51,5949.83,1.54
747223,Weekend Special,2023-12-17,Premium,App,2697,153,5.67,24,15.69,3698.77,5809.56,1.57
603541,Festival Offer,2023-12-17,All,Email,4379,132,3.01,20,15.15,2115.53,3015.7,1.43
212243,Flash Sale,2023-12-17,New Users,App,4658,852,18.29,33,3.87,4961.7,8912.5,1.80
647648,Membership Drive,2023-12-17,New Users,SMS,9990,685,6.86,81,11.82,4932.38,9795.53,1.99
887270,Category Promotion,2023-12-17,Premium,Email,4485,954,21.27,15,1.57,4034.18,7109.35,1.76
787752,App Push Notification,2023-12-17,Premium,Social Media,1547,265,17.13,80,30.19,1868.74,2196.54,1.18
934335,Email Campaign,2023-12-17,New Users,SMS,6383,152,2.38,50,32.89,1742.06,3381.28,1.94
885791,Referral Program,2023-12-17,New Users,Social Media,5063,620,12.25,56,9.03,1831.62,7119.77,3.89
162641,New User Discount,2023-12-16,New Users,App,3680,236,6.41,54,22.88,4173.72,9950.31,2.38
112303,Weekend Special,2023-12-16,New Users,Social Media,8148,719,8.82,65,9.04,3834.05,4942.28,1.29
84920,Festival Offer,2023-12-16,New Users,App,7644,243,3.18,27,11.11,3971.53,3344.21,0.84
916736,Flash Sale,2023-12-16,All,Email,5808,143,2.46,60,41.96,1663.59,7915.53,4.76
732931,Membership Drive,2023-12-16,All,Email,9433,877,9.30,83,9.46,1142.23,2478.77,2.17
736440,Category Promotion,2023-12-16,Premium,Social Media,8311,177,2.13,100,56.50,2967.94,2409.34,0.81
917774,App Push Notification,2023-12-16,All,App,7213,647,8.97,63,9.74,2340.61,2605.68,1.11
364020,Email Campaign,2023-12-16,Inactive,Social Media,9765,370,3.79,33,8.92,3418.22,9833.12,2.88
379422,Referral Program,2023-12-16,New Users,SMS,1929,393,20.37,40,10.18,3635.31,3087.46,0.85
518426,New User Discount,2023-12-15,New Users,App,8823,693,7.85,33,4.76,3137.53,6595.78,2.10
82086,Weekend Special,2023-12-15,All,Social Media,3980,146,3.67,56,38.36,2691.24,6653.71,2.47
822436,Festival Offer,2023-12-15,All,Social Media,4432,384,8.66,74,19.27,3729.48,2594.86,0.70
26431,Flash Sale,2023-12-15,All,Email,3413,948,27.78,94,9.92,3262.52,5640.12,1.73
732032,Membership Drive,2023-12-15,New Users,Email,4040,635,15.72,47,7.40,1714.04,2123.97,1.24
332197,Category Promotion,2023-12-15,All,Social Media,5616,314,5.59,74,23.57,4125.67,3870.15,0.94
777194,App Push Notification,2023-12-15,New Users,Social Media,8729,350,4.01,44,12.57,3740.14,9009.75,2.41
562049,Email Campaign,2023-12-15,New Users,Social Media,2631,445,16.91,43,9.66,1065.34,8164.14,7.66
448987,Referral Program,2023-12-15,All,SMS,4839,450,9.30,45,10.00,4004.61,5081.05,1.27
609434,New User Discount,2023-12-14,Inactive,SMS,2934,180,6.13,37,20.56,4188.74,2193.62,0.52
602887,Weekend Special,2023-12-14,Inactive,Email,2299,605,26.32,80,13.22,2992.02,7157.17,2.39
793823,Festival Offer,2023-12-14,New Users,Social Media,4094,611,14.92,11,1.80,1078.28,2847.19,2.64
981788,Flash Sale,2023-12-14,New Users,Social Media,9753,842,8.63,73,8.67,2931.27,3419.38,1.17
397759,Membership Drive,2023-12-14,New Users,App,5871,610,10.39,86,14.10,3584.41,7200.23,2.01
382406,Category Promotion,2023-12-14,Premium,Social Media,8146,551,6.76,99,17.97,4320.08,3925.8,0.91
624861,App Push Notification,2023-12-14,Premium,SMS,1562,371,23.75,92,24.80,2035.57,2676.76,1.31
965015,Email Campaign,2023-12-14,New Users,App,3670,124,3.38,21,16.94,2261.29,5012.62,2.22
813639,Referral Program,2023-12-14,All,SMS,6004,391,6.51,56,14.32,4908.7,7066.56,1.44
361810,New User Discount,2023-12-13,Premium,Email,3656,859,23.50,94,10.94,4089.92,8683.76,2.12
423106,Weekend Special,2023-12-13,Premium,App,7748,976,12.60,41,4.20,1892.58,4659.32,2.46
167482,Festival Offer,2023-12-13,Inactive,App,8269,132,1.60,87,65.91,2381.14,5837.03,2.45
378443,Flash Sale,2023-12-13,New Users,Social Media,9099,477,5.24,35,7.34,1797.46,7515.77,4.18
968527,Membership Drive,2023-12-13,New Users,Email,3859,924,23.94,100,10.82,1127.1,7559.64,6.71
183638,Category Promotion,2023-12-13,New Users,SMS,2625,814,31.01,81,9.95,4619.34,6648.87,1.44
289041,App Push Notification,2023-12-13,Premium,Social Media,6232,149,2.39,57,38.26,2908.99,8714.66,3.00
950600,Email Campaign,2023-12-13,Premium,SMS,1372,777,56.63,86,11.07,3584.22,6245.95,1.74
970731,Referral Program,2023-12-13,All,Email,7350,442,6.01,18,4.07,4190.78,5941.79,1.42
183386,New User Discount,2023-12-12,New Users,SMS,9855,522,5.30,26,4.98,1082.15,5331.26,4.93
69958,Weekend Special,2023-12-12,New Users,Social Media,6631,214,3.23,82,38.32,2507.67,4356.1,1.74
790729,Festival Offer,2023-12-12,All,Social Media,2850,289,10.14,22,7.61,2234.37,5709.87,2.56
524032,Flash Sale,2023-12-12,Premium,Email,3785,335,8.85,72,21.49,2462.33,5223.8,2.12
254306,Membership Drive,2023-12-12,All,Social Media,5545,815,14.70,24,2.94,1539.31,2233.02,1.45
3444,Category Promotion,2023-12-12,All,Email,7349,832,11.32,80,9.62,4255.49,8255.5,1.94
